,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,172708,-74.0470689998707,4.682815999565479,1800,1,45000,45000,39600
1,20346,-74.149060000001,4.686415000221002,3600,1,54000,36000,25200
2,126473,-74.07509899962875,4.657216000429659,3600,1,34200,25200,25200
3,181845,-74.14014272511116,4.6411418677404175,1800,1,34200,43200,28800
4,238819,-74.09369500007078,4.571610000270456,2700,1,30600,36000,52200
5,193584,-74.18957053025822,4.6062962601684525,3600,1,43200,52200,45000
6,239876,-74.16540600003238,4.625509000282994,1800,1,55800,54000,32400
7,216458,-74.10780400011029,4.659479000231074,900,1,41400,48600,43200
8,226797,-74.07600400017519,4.592774000255214,900,1,59400,27000,34200
9,192814,-74.04135074787851,4.763692428564278,1800,1,37800,45000,30600
10,74897,-74.20353700000149,4.610811000007806,900,1,30600,45000,34200
11,143453,-74.06697900021481,4.640363000396326,900,1,37800,34200,59400
12,85483,-74.14093593481209,4.623198682882381,2700,1,52200,36000,41400
13,92805,-74.09936007359481,4.585642050969082,2700,1,36000,25200,41400
14,134816,-74.14406197228783,4.679164023033951,1800,1,57600,34200,36000
15,49018,-74.06615599968413,4.620933999830932,2700,1,25200,32400,52200
16,171286,-74.18705200005294,4.622864999582678,3600,1,52200,43200,55800
17,109127,-74.09782646165691,4.586109987917483,3600,1,52200,50400,36000
18,171895,-74.10602650275929,4.588723203174405,3600,1,37800,36000,48600
19,137888,-74.11235334898345,4.621135658049833,1800,1,28800,54000,37800
20,230734,-74.05092573418507,4.7589377771009245,900,1,28800,37800,59400
21,158742,-74.05994278315687,4.68692057826181,1800,1,25200,37800,54000
22,145833,-74.08663352328539,4.696510375221088,900,1,54000,50400,37800
23,36493,-74.06670774313498,4.668561898872629,3600,1,30600,27000,39600
24,81533,-74.20107538256102,4.611098785005581,2700,1,30600,59400,30600
25,117646,-74.07466538463774,4.6101040490008405,1800,1,41400,36000,52200
26,89803,-74.13141843529381,4.604516475312396,900,1,36000,36000,50400
27,27873,-74.0855011285978,4.652752944828905,2700,1,37800,32400,37800
28,89565,-74.0375219996785,4.7399360004290845,900,1,37800,57600,36000
29,235552,-74.10354993286091,4.699046455659904,2700,1,41400,45000,54000
30,53266,-74.07160402316751,4.6580868837818805,1800,1,37800,57600,36000
31,88552,-74.14134899994265,4.710581999696188,1800,1,50400,48600,36000
32,42449,-74.16750999995486,4.616041999584604,1800,1,43200,54000,55800
33,182633,-74.12722499983455,4.6027700000393095,3600,1,48600,37800,48600
34,81020,-74.07425900027792,4.604704999757856,1800,1,52200,28800,34200
35,4278,-74.13375792587308,4.680016539404168,3600,1,48600,48600,52200
36,157005,-74.16701897992223,4.624019582689195,2700,1,43200,32400,52200
37,125267,-74.12931830082198,4.708652727370887,900,1,50400,39600,46800
38,234263,-74.09022898439598,4.736003914248951,1800,1,25200,36000,45000
39,7033,-74.02984836324778,4.7390456707698325,2700,1,48600,27000,59400
40,230403,-74.1028060002449,4.582143999949431,3600,1,59400,39600,41400
41,230068,-74.15161206072258,4.622344699124852,2700,1,25200,30600,59400
42,73429,-74.09972900000389,4.673790000120481,3600,1,59400,43200,27000
43,29473,-74.10308257085963,4.562607009896613,1800,1,57600,27000,46800
44,175492,-74.10071800021595,4.496592999619828,3600,1,50400,55800,59400
45,135852,-74.08901199984966,4.68075299988009,2700,1,36000,34200,54000
46,68537,-74.08846076035367,4.693210708641231,1800,1,46800,32400,27000
47,89085,-74.09620316641266,4.58966874431636,3600,1,32400,37800,36000
48,1760,-74.11323349134936,4.591900940383238,3600,1,34200,57600,45000
49,157281,-74.1386419995975,4.560624000160696,900,1,57600,32400,36000
50,170712,-74.14158999996708,4.6476989996499505,900,1,59400,28800,45000
51,84177,-74.11154699962485,4.545774999841295,1800,1,30600,39600,39600
52,36190,-74.15857993844526,4.686314724371743,3600,1,36000,57600,46800
53,219580,-74.10971201189228,4.544778963215245,2700,1,43200,45000,25200
54,168038,-74.1016327277203,4.736152059899798,900,1,59400,34200,39600
55,87484,-74.1824380003271,4.6349450000171615,3600,1,37800,39600,54000
56,171945,-74.0843996260745,4.676441066308358,1800,1,48600,48600,45000
57,215002,-74.16489499967122,4.61569299975345,3600,1,46800,27000,43200
58,166274,-74.09210303177541,4.546632557670642,1800,1,43200,30600,54000
59,43309,-74.0528066932023,4.723539592142067,3600,1,48600,39600,52200
60,143813,-74.12254158638838,4.569455053095886,900,1,48600,32400,30600
