,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,39222,-74.11308599965781,4.656557999854787,3600,1,45000,39600,54000
1,211096,-74.06960035967235,4.639607975941184,3600,1,41400,54000,25200
2,101997,-74.05600846584301,4.664853779213326,3600,1,32400,39600,46800
3,201263,-74.15875742308751,4.614236008287338,900,1,37800,32400,30600
4,146886,-74.05953799959491,4.683906000160289,900,1,36000,36000,30600
5,24924,-74.08583020933412,4.733537696316009,1800,1,48600,28800,52200
6,13947,-74.09612055464417,4.6430582196178625,3600,1,55800,32400,28800
7,183563,-74.09651872301237,4.594511278017338,1800,1,36000,27000,45000
8,135425,-74.08276299983142,4.675764999967933,3600,1,28800,37800,54000
9,206457,-74.12161100002602,4.6782930002066765,900,1,52200,41400,41400
10,160255,-74.09376881912927,4.680557771904118,1800,1,54000,54000,30600
11,40723,-74.06985217361617,4.6030643937891105,2700,1,45000,32400,57600
12,114482,-74.13675600013322,4.5989200002132105,3600,1,50400,46800,43200
13,225482,-74.10899599981363,4.679939000192611,900,1,55800,43200,52200
14,52301,-74.09060019522084,4.571949345370785,900,1,30600,36000,36000
15,241497,-74.06428399956522,4.6709820000193165,3600,1,27000,28800,48600
16,196191,-74.10235566580981,4.614250361609684,2700,1,45000,28800,57600
17,98945,-74.07688000040935,4.616416999899488,3600,1,27000,45000,54000
18,238458,-74.12705300030541,4.601294000073577,1800,1,34200,30600,36000
19,175205,-74.13840071480713,4.7172190772038265,1800,1,27000,28800,55800
20,217138,-74.12104657326164,4.713636871665242,1800,1,34200,30600,41400
21,177668,-74.1169350003759,4.511781000222208,900,1,57600,57600,41400
22,209028,-74.06885899983132,4.61448500033416,3600,1,52200,32400,50400
23,171091,-74.08291599999228,4.581401999652381,1800,1,55800,41400,34200
24,56237,-74.1958122611092,4.62192231321497,2700,1,39600,39600,36000
25,122560,-74.06702100004763,4.629378000137137,2700,1,37800,46800,32400
26,101323,-74.14724420028291,4.620779838706645,1800,1,27000,25200,48600
27,223984,-74.0560255050873,4.721078642347545,2700,1,52200,28800,50400
28,84182,-74.07508199991031,4.697137000136552,3600,1,55800,34200,50400
29,245067,-74.14061599982365,4.55940300023479,900,1,28800,30600,48600
30,235451,-74.17863154112594,4.6118375837477865,900,1,32400,48600,27000
31,84518,-74.06859890072566,4.62535479090773,900,1,55800,32400,25200
32,180996,-74.1757859999027,4.618080999566997,1800,1,32400,54000,27000
33,140657,-74.04333100037903,4.73779600001229,900,1,45000,25200,32400
34,241550,-74.13467948686181,4.5605068922445415,900,1,32400,46800,57600
35,52121,-74.12115537271727,4.620637137718462,900,1,37800,30600,27000
36,16935,-74.06901067138391,4.64101647388352,2700,1,37800,55800,28800
37,183344,-74.1604240000605,4.5487250003288615,3600,1,50400,25200,48600
38,150082,-74.13660399979727,4.578736999814752,3600,1,43200,45000,43200
39,235455,-74.07525935519516,4.614039919310884,1800,1,27000,37800,59400
40,154415,-74.05243699963195,4.721023999696152,2700,1,59400,57600,27000
41,18256,-74.09467930838211,4.591922007208671,3600,1,57600,41400,34200
42,167506,-74.10906381093946,4.665895951025486,2700,1,54000,41400,27000
43,108028,-74.16182599982609,4.6000370002051385,1800,1,27000,41400,34200
