,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,247483,-74.07023362793022,4.633725024606738,2700,1,52200,57600,46800
1,115427,-74.03659786232153,4.761857500676738,1800,1,27000,46800,50400
2,115134,-74.10889140896508,4.632722733800404,3600,1,45000,36000,43200
3,217439,-74.16418400019181,4.550710999764983,1800,1,52200,32400,30600
4,23816,-74.10945699994606,4.578430999966697,900,1,37800,59400,27000
5,195753,-74.13807599988306,4.618842999757262,1800,1,50400,57600,28800
6,85299,-74.05400994789781,4.730259553813969,3600,1,59400,36000,37800
7,12852,-74.04395597988173,4.679840938437671,900,1,54000,50400,50400
8,60761,-74.03985499992984,4.740118999727549,2700,1,32400,57600,48600
9,202516,-74.06837863291966,4.620985707117922,2700,1,43200,52200,30600
10,232789,-74.1020379999658,4.586258000410328,900,1,36000,30600,55800
11,131555,-74.14203242832934,4.55511237291855,2700,1,55800,59400,59400
12,52447,-74.12335273724219,4.706959540141869,1800,1,46800,39600,52200
13,220382,-74.04646883363276,4.744146324732385,1800,1,39600,45000,45000
14,49754,-74.06232722183971,4.651170467570993,900,1,41400,48600,45000
15,233401,-74.09535557899261,4.705807599315379,3600,1,52200,52200,59400
16,219158,-74.03277211629124,4.700294050166842,3600,1,59400,54000,41400
17,42207,-74.08904818668425,4.73898637068484,3600,1,55800,54000,28800
18,174995,-74.0801975308559,4.56568837496435,900,1,25200,57600,54000
19,246338,-74.183938000002,4.63730500010719,900,1,54000,54000,59400
20,180305,-74.16799493390141,4.613867487756076,1800,1,43200,27000,43200
21,23190,-74.10998743356177,4.7012367066035745,1800,1,37800,25200,25200
22,32016,-74.16596302557711,4.6395142090306996,2700,1,25200,36000,30600
23,54390,-74.11270599971621,4.586861999697758,1800,1,36000,37800,50400
24,240261,-74.12307258055283,4.71704935770158,1800,1,41400,25200,28800
25,191977,-74.20280300005756,4.62240299998644,1800,1,54000,30600,59400
26,175954,-74.19407234657474,4.610203620263571,1800,1,52200,32400,52200
27,95194,-74.10407271911859,4.680534581337471,900,1,37800,54000,57600
28,101483,-74.04818845971653,4.6750798078071645,2700,1,54000,57600,48600
29,233370,-74.0671542121194,4.6598361600986085,3600,1,43200,43200,43200
30,94951,-74.15436792402929,4.578319341975013,1800,1,27000,45000,55800
31,212803,-74.12228399987056,4.626214000106116,1800,1,34200,59400,46800
32,243615,-74.07921661368476,4.575716756209238,3600,1,32400,48600,45000
33,132458,-74.1070401743023,4.543601568367702,2700,1,59400,36000,27000
34,154561,-74.18859600010876,4.609213000101292,900,1,32400,46800,45000
35,123578,-74.0653720004098,4.694270000277009,2700,1,36000,50400,34200
36,92282,-74.15147704303705,4.621515545421259,900,1,34200,30600,50400
37,9159,-74.13513019769098,4.632215785347544,3600,1,34200,28800,25200
38,246089,-74.13961606711459,4.711472341743819,3600,1,39600,34200,25200
39,22215,-74.0613052651348,4.697608916173697,1800,1,39600,34200,39600
40,231389,-74.08683699978208,4.691535999705735,2700,1,25200,41400,30600
41,241250,-74.07334916320197,4.610635793694062,900,1,36000,32400,36000
42,147167,-74.12212999988478,4.591167000163736,2700,1,25200,45000,28800
43,242054,-74.08555499966707,4.739750000226609,3600,1,52200,36000,57600
44,202730,-74.10020199983191,4.748560000379894,900,1,41400,30600,25200
45,134851,-74.04193702616216,4.681747275400014,900,1,34200,59400,37800
46,41034,-74.12423299998235,4.576653000074781,1800,1,34200,57600,28800
47,154989,-74.04876000023962,4.704700000226045,3600,1,55800,43200,45000
48,152686,-74.14049640441495,4.553834259803106,1800,1,45000,28800,25200
49,8700,-74.05290976320303,4.705026572765597,1800,1,28800,43200,32400
50,63844,-74.05673999991147,4.716741999787913,900,1,59400,54000,52200
51,184464,-74.11756100036476,4.7420549999378405,1800,1,59400,30600,25200
52,146619,-74.11267102381062,4.583422505847594,3600,1,43200,48600,55800
53,160379,-74.14183099999153,4.646074000078512,2700,1,37800,28800,55800
54,2020,-74.12126399969638,4.6674529998194805,2700,1,57600,39600,43200
55,246894,-74.12026413795422,4.747449506400081,1800,1,27000,37800,30600
56,143178,-74.10088600044544,4.562968000033887,1800,1,57600,48600,55800
57,20480,-74.0405388963388,4.742627843396313,900,1,30600,30600,37800
58,58743,-74.1245099999918,4.7113240001252485,3600,1,30600,50400,34200
59,137048,-74.13496906059027,4.597786605038362,3600,1,32400,48600,54000
60,152287,-74.111733000296,4.592433000433094,3600,1,48600,54000,52200
61,46046,-74.15614599989534,4.6331100000476395,900,1,59400,54000,32400
62,205994,-74.06426589042742,4.648671081227247,900,1,36000,32400,25200
63,102755,-74.1079310003319,4.651383000221309,1800,1,25200,34200,54000
64,167770,-74.11176000006019,4.7413780000692105,2700,1,36000,28800,32400
65,18965,-74.11592600007235,4.491953000104026,900,1,25200,46800,27000
66,700,-74.16357800029441,4.641009000230948,1800,1,39600,46800,52200
67,147515,-74.07858900032161,4.6743880002974185,2700,1,39600,27000,36000
68,3370,-74.08310799961289,4.6755300002234765,2700,1,45000,41400,34200
69,59616,-74.13508119099899,4.682274135823001,3600,1,52200,30600,57600
70,219771,-74.04288603966597,4.720898020323959,900,1,36000,34200,43200
71,16146,-74.15016999968854,4.644601000267227,900,1,52200,25200,48600
72,130292,-74.14640299988454,4.646662000250715,2700,1,27000,43200,27000
73,235746,-74.11592799972219,4.512176999695455,900,1,57600,48600,25200
74,85857,-74.1460968881717,4.618627088832766,2700,1,57600,55800,45000
75,14659,-74.06832800027699,4.6573000003063365,1800,1,34200,34200,28800
76,103626,-74.114435894442,4.63740715965601,3600,1,55800,28800,27000
77,146590,-74.09967126438227,4.5019419190316485,1800,1,36000,45000,32400
78,21305,-74.19022794523092,4.602665715148996,1800,1,54000,34200,34200
79,196327,-74.07997000017083,4.668289999951237,2700,1,37800,27000,59400
80,19142,-74.08302961531615,4.5331484947822425,3600,1,45000,27000,54000
81,93558,-74.06791869908744,4.6576640375591065,1800,1,32400,46800,45000
82,227204,-74.09022799984244,4.571424999666063,900,1,27000,28800,57600
83,199320,-74.08823299969991,4.610254999717344,2700,1,32400,36000,55800
84,24568,-74.15397300037587,4.5885120002677775,2700,1,50400,25200,32400
85,44453,-74.16554900014751,4.6362479997470185,900,1,27000,30600,48600
86,158811,-74.189099299213,4.611658649212402,3600,1,30600,36000,46800
87,91043,-74.06255799993451,4.655965000247696,3600,1,46800,59400,57600
88,172099,-74.11244587096613,4.651970531273163,2700,1,55800,39600,27000
89,194139,-74.16588200023344,4.602481000169309,900,1,55800,34200,50400
90,152122,-74.13344897009405,4.628386814910023,3600,1,45000,34200,54000
91,60532,-74.13167375266724,4.632491261809778,2700,1,59400,45000,28800
92,100936,-74.1117960000452,4.55819700011039,3600,1,55800,28800,34200
93,30159,-74.11048963672137,4.547974592674269,900,1,50400,36000,48600
94,9475,-74.12366356870352,4.595688935783593,2700,1,41400,41400,45000
95,150512,-74.0454941390916,4.765655722841943,1800,1,59400,46800,55800
96,83947,-74.13024090565308,4.576690547229005,1800,1,52200,27000,59400
97,107183,-74.0917029589788,4.741030781575235,900,1,25200,52200,46800
98,71443,-74.06042700024786,4.663373999790578,2700,1,25200,41400,54000
99,62837,-74.07108306138817,4.673415854015533,900,1,39600,45000,59400
