,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,63353,-74.089549999975,4.677185000232253,2700,3,54000,50400,25200
1,2596,-74.02384100015945,4.6698350003059685,3600,3,48600,57600,46800
2,61641,-74.08038353512029,4.621255962425085,900,3,34200,46800,36000
3,43174,-74.13083400035313,4.567966000100982,3600,1,57600,46800,46800
4,172589,-74.13645099963641,4.615114000391385,900,2,25200,50400,55800
5,65398,-74.09831823357943,4.734986581236306,1800,2,36000,45000,50400
6,63652,-74.0929300001647,4.681744000326755,900,2,32400,57600,46800
7,205522,-74.14475300042183,4.645975999852936,1800,3,37800,34200,50400
8,45578,-74.0821991722433,4.590115762180598,2700,3,50400,52200,43200
9,4271,-74.0986556677496,4.70242339409312,900,1,59400,41400,52200
10,15338,-74.16780949108406,4.579515159252878,1800,2,39600,37800,52200
11,46260,-74.09267499989659,4.683871999668021,2700,2,43200,32400,37800
12,180951,-74.06298862084068,4.646792367738447,1800,3,54000,32400,59400
13,201470,-74.14503200008109,4.596931999757873,2700,1,57600,30600,45000
14,17357,-74.13562991970377,4.614544509740992,900,2,50400,32400,41400
