,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,71584,-74.05346740589039,4.679969914707076,1800,3,39600,41400,59400
1,42158,-74.11233699964527,4.747285000093673,1800,2,46800,48600,59400
2,201943,-74.15456400020467,4.6954560003957,2700,2,50400,30600,25200
3,41293,-74.08517816718515,4.73939839422007,3600,3,54000,46800,50400
4,229790,-74.07038899964346,4.598267000111991,1800,1,27000,43200,30600
5,155912,-74.08469778590045,4.73695898402961,900,1,30600,39600,37800
6,6921,-74.15524299989701,4.688175999757632,1800,3,55800,32400,43200
7,245682,-74.07738076895944,4.626649381806028,1800,1,55800,57600,37800
8,136246,-74.06191405789446,4.714614484870507,3600,1,37800,57600,45000
9,225650,-74.15119099968766,4.596263000146816,3600,1,57600,27000,46800
10,14383,-74.13898200025444,4.5526590002584415,900,1,45000,37800,45000
11,212525,-74.11265264068666,4.708570549296226,3600,3,25200,25200,52200
12,15100,-74.13114200032469,4.5658449997797685,1800,3,41400,46800,39600
13,245468,-74.0269829997995,4.732364000198465,2700,3,57600,37800,45000
14,196547,-74.13832606301041,4.682635055155244,3600,2,37800,54000,46800
15,190970,-74.12522110008248,4.613225716327762,2700,2,57600,55800,37800
16,59123,-74.12181630998421,4.6177255592357715,2700,2,39600,54000,37800
17,111251,-74.05449182038588,4.7313719303831565,2700,1,28800,41400,34200
18,26475,-74.11938089640057,4.706448850218764,3600,3,59400,27000,39600
19,49162,-74.11283899978561,4.613849999615696,2700,3,32400,59400,30600
20,102529,-74.11604939894798,4.519950806328367,900,2,45000,41400,59400
21,83194,-74.10654948125647,4.581035528826204,2700,1,32400,37800,32400
22,231273,-74.11327300015388,4.727255999682369,1800,3,25200,28800,27000
23,43247,-74.09837300026905,4.590780999575299,2700,1,55800,37800,32400
24,145182,-74.06757500006648,4.638844999769527,1800,1,39600,30600,54000
25,205532,-74.0781403861603,4.625338836853269,2700,1,32400,45000,55800
26,98534,-74.12791444693362,4.5830707705710285,2700,3,59400,28800,48600
27,223406,-74.07368900036552,4.603382000219376,2700,2,59400,59400,36000
28,21860,-74.08448900036043,4.688843999904805,3600,3,52200,45000,46800
29,222850,-74.16838799983883,4.624703999861746,900,3,52200,52200,46800
30,132000,-74.19649200011501,4.634102999856012,2700,1,52200,28800,43200
31,128248,-74.07174429689573,4.621521608137955,900,1,34200,32400,50400
32,178159,-74.09210748113102,4.593469649344007,2700,1,43200,43200,57600
33,213609,-74.13760999972773,4.552651000031816,900,1,30600,55800,54000
34,112974,-74.16524500037389,4.643964999589167,3600,3,25200,27000,55800
35,156926,-74.08065422536319,4.6226474701169415,2700,1,52200,50400,41400
36,211736,-74.02837899971733,4.739431999879948,3600,3,43200,27000,54000
37,79524,-74.08397299997641,4.697061000052509,900,2,34200,39600,50400
38,191918,-74.10331400023303,4.732085999952452,1800,3,41400,48600,52200
39,136013,-74.12703825176506,4.7412949100421065,1800,3,45000,52200,41400
40,194244,-74.13775100019305,4.61881100002424,900,1,55800,28800,59400
41,120424,-74.12857623131187,4.739041403140572,1800,2,25200,32400,52200
42,35321,-74.07453754808459,4.612743196710193,1800,1,25200,41400,55800
43,57224,-74.03485062472089,4.719890196161611,1800,1,57600,43200,36000
44,6472,-74.09793582974612,4.679335522704378,1800,2,59400,57600,48600
45,25492,-74.07512000044345,4.634680999674763,3600,3,32400,30600,43200
46,106028,-74.13470159260432,4.593095629069258,1800,2,55800,43200,32400
47,111367,-74.04462199981656,4.746392999554197,2700,2,25200,30600,52200
48,112048,-74.12330387697557,4.619920013153542,1800,1,30600,45000,28800
49,202410,-74.07178100026162,4.671541000181695,900,2,46800,55800,28800
50,190802,-74.03873314337883,4.725368072126841,1800,1,45000,48600,50400
51,100590,-74.17690388769677,4.622643768561651,1800,2,25200,39600,50400
52,156600,-74.11841199958627,4.621870999969671,1800,1,50400,55800,45000
53,165054,-74.07406460215549,4.738886004838512,900,1,50400,34200,59400
54,117311,-74.1001535509937,4.73663848913515,3600,2,30600,46800,50400
55,238390,-74.04674472871439,4.754506756687922,900,3,55800,34200,54000
56,241671,-74.16314635530881,4.641048675861146,3600,2,59400,52200,54000
57,107368,-74.05492899989194,4.711627999555946,900,3,43200,32400,46800
58,145235,-74.06719699977471,4.6917970000002684,3600,2,45000,32400,52200
59,186831,-74.05030241566732,4.672621988032533,1800,3,45000,50400,30600
60,180188,-74.04025864532635,4.716559586984548,900,1,43200,37800,34200
61,194919,-74.13262856569452,4.617726984711573,3600,1,57600,46800,37800
62,20165,-74.1137475280162,4.641594367763178,2700,1,55800,59400,25200
63,148022,-74.14752400034108,4.6197289999619615,2700,2,25200,39600,25200
64,230403,-74.1028060002449,4.582143999949431,1800,2,30600,34200,50400
65,91762,-74.12551699974719,4.5686749995724325,1800,2,32400,43200,46800
66,219516,-74.1105893569044,4.6957973040570335,1800,2,39600,55800,55800
67,206620,-74.05205599986543,4.722654999742353,1800,3,32400,32400,34200
68,47699,-74.10737218264815,4.744927104883955,1800,3,34200,36000,54000
69,183006,-74.13511197895872,4.597132179276624,3600,2,50400,30600,30600
70,54677,-74.18437200037026,4.621000999573295,900,2,37800,37800,59400
71,239901,-74.12856899987385,4.564452999776921,2700,1,25200,50400,27000
72,125605,-74.07756300029965,4.6984939997244375,3600,3,34200,45000,39600
73,197507,-74.0902294667913,4.544995635221972,3600,3,59400,34200,55800
74,11234,-74.03538287293345,4.68953595875168,1800,2,32400,39600,55800
75,120147,-74.11570416560451,4.7131282833861485,1800,1,57600,28800,46800
76,67750,-74.06205025416962,4.684811233114195,2700,1,43200,46800,52200
77,20907,-74.09390799960781,4.737969999973184,3600,1,43200,54000,27000
78,145266,-74.08821914857653,4.731601033942156,1800,3,25200,27000,48600
79,164175,-74.04321900022602,4.748776000106488,3600,1,27000,52200,27000
80,223421,-74.06736817015883,4.62739786497188,2700,3,36000,46800,55800
