,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,32134,-74.09096799963416,4.627462999907002,3600,1,27000,55800,39600
1,69467,-74.05966966656443,4.659612935090737,2700,1,50400,37800,28800
2,221726,-74.10867406068378,4.659029563040013,2700,1,37800,25200,43200
3,147781,-74.100453999727,4.570725999812041,900,1,50400,45000,37800
4,151570,-74.14140107438136,4.618880764060601,900,1,57600,59400,59400
5,185905,-74.07916000005892,4.649724999952345,3600,1,36000,57600,32400
6,100886,-74.1214770001317,4.5589489999992905,900,1,34200,54000,41400
7,125865,-74.06250600005598,4.6514499997623835,1800,1,59400,59400,37800
8,73766,-74.11508900019626,4.499822999578528,1800,1,48600,27000,46800
9,246451,-74.1372110004179,4.5448170000780985,1800,1,27000,36000,32400
10,81763,-74.18272550703209,4.59457598526665,3600,1,27000,41400,50400
11,58018,-74.19268199975502,4.602893000047538,3600,1,25200,43200,57600
12,202337,-74.13171784198137,4.6878418969314986,2700,1,32400,52200,34200
13,10477,-74.05214000042935,4.68502600012706,3600,1,32400,43200,52200
14,228642,-74.10827525990163,4.579271527673163,2700,1,36000,30600,28800
15,69723,-74.15048900042909,4.541835000118223,900,1,28800,46800,25200
16,79332,-74.1034525078734,4.582886797316209,2700,1,54000,55800,34200
17,77713,-74.06435049286256,4.648905713904601,2700,1,41400,54000,39600
18,186069,-74.08765924303297,4.577545063906942,3600,1,30600,34200,46800
19,10601,-74.16723499959524,4.598931999777512,3600,1,59400,34200,28800
20,42875,-74.15886499993607,4.587974999856068,3600,1,50400,50400,45000
21,246899,-74.11168200024238,4.745848000146474,2700,1,27000,48600,59400
22,89612,-74.0981437412254,4.70661102862849,3600,1,45000,50400,45000
23,170883,-74.04895021670441,4.758778200820367,1800,1,57600,41400,37800
24,114821,-74.06497057115708,4.68424852978001,2700,1,43200,32400,59400
25,105217,-74.09660200043248,4.706111999559512,1800,1,43200,55800,41400
26,6821,-74.12951500042819,4.740328000403129,2700,1,36000,57600,32400
27,132440,-74.03411800009765,4.728049000380988,1800,1,41400,36000,45000
28,150300,-74.1145979999266,4.537783999640039,2700,1,39600,57600,41400
29,6782,-74.10168300013855,4.751400000433391,1800,1,52200,41400,48600
30,8340,-74.11827100001926,4.524025000302284,3600,1,54000,55800,43200
31,204395,-74.09316399961813,4.743852000083755,1800,1,25200,30600,57600
32,90901,-74.14568175691599,4.628854446157644,2700,1,28800,27000,37800
33,163332,-74.13435751808755,4.649786111771936,2700,1,59400,50400,43200
34,5651,-74.0743069999585,4.657242999687608,900,1,59400,57600,52200
35,121178,-74.09244597710985,4.645850820847223,3600,1,54000,50400,41400
36,33234,-74.12019272907565,4.626211809090097,900,1,39600,45000,57600
37,99341,-74.13284273393971,4.622808323001936,3600,1,34200,28800,36000
38,72253,-74.09045299997335,4.677948000161816,900,1,59400,55800,55800
39,121063,-74.16653333361165,4.615442091969591,1800,1,57600,25200,25200
40,76887,-74.11752899967941,4.7061449998279805,3600,1,48600,41400,57600
41,148841,-74.10727900040374,4.5985580002776345,900,1,54000,28800,45000
42,159642,-74.10627747588,4.591511883185771,1800,1,37800,54000,55800
43,144621,-74.11862050664855,4.7133416996534505,1800,1,41400,25200,57600
44,120041,-74.14765700041048,4.568146000444922,900,1,28800,50400,50400
45,33073,-74.11787669440676,4.586756148149677,2700,1,54000,55800,54000
46,69339,-74.05226400027792,4.699188000124422,900,1,30600,36000,55800
47,163247,-74.102108000286,4.741776000023434,3600,1,57600,27000,34200
48,183658,-74.09271614902481,4.617458098916433,900,1,39600,57600,57600
49,35993,-74.09695700025974,4.611802000280755,2700,1,43200,36000,55800
50,94841,-74.05699900037756,4.647672000025969,2700,1,46800,37800,59400
51,180032,-74.05350899968468,4.716048999907877,900,1,32400,50400,27000
52,210247,-74.10304491168628,4.7511358982149074,2700,1,41400,39600,48600
53,201825,-74.10402766142059,4.616612638727981,900,1,50400,41400,25200
54,150867,-74.11968500037877,4.589718999690448,900,1,45000,50400,48600
55,85657,-74.06388104676981,4.641239308136251,1800,1,36000,55800,27000
56,199661,-74.09522967741059,4.753961401127335,3600,1,45000,32400,37800
57,239490,-74.07902072076571,4.667649165281771,900,1,46800,27000,52200
58,63775,-74.10539464395812,4.582219070397916,900,1,45000,43200,30600
59,40639,-74.0727439996361,4.676677999648029,3600,1,54000,32400,43200
60,124191,-74.04125444758172,4.772792534431963,2700,1,46800,48600,45000
61,125814,-74.11943638533567,4.617200339260275,900,1,27000,43200,50400
62,242032,-74.11690900043662,4.711001000024939,3600,1,32400,50400,46800
63,173407,-74.07596599964205,4.5911850001536125,900,1,39600,34200,55800
64,69366,-74.12110800006077,4.631634999771426,2700,1,52200,48600,36000
65,60940,-74.1042420003457,4.739844999859802,3600,1,55800,32400,55800
66,130332,-74.07580975835963,4.612417089895447,2700,1,39600,52200,32400
67,185658,-74.08905085288403,4.562289030742566,2700,1,27000,36000,34200
68,59113,-74.19808399985142,4.607203999634256,2700,1,48600,46800,39600
69,48910,-74.07000000037931,4.672833000192047,1800,1,59400,28800,39600
70,194865,-74.1832981399066,4.629501287428739,1800,1,59400,32400,57600
71,182584,-74.07704299971766,4.615243000146338,1800,1,27000,52200,30600
72,124155,-74.16403000020605,4.681904999973144,3600,1,30600,37800,36000
73,223045,-74.06731599960041,4.612853000297297,900,1,48600,39600,55800
74,66634,-74.0983398317738,4.732994211383924,900,1,27000,59400,55800
75,125084,-74.032572000392,4.7080459997648845,900,1,59400,25200,48600
76,231871,-74.07490299981015,4.594119999788852,1800,1,37800,59400,50400
77,106506,-74.11576430421955,4.629638677897356,900,1,39600,43200,54000
78,32377,-74.03801481634169,4.761936018155125,2700,1,52200,39600,39600
79,247205,-74.14007243822837,4.668118185105814,900,1,52200,32400,54000
80,102940,-74.06582500014632,4.64952000035326,1800,1,50400,39600,46800
81,139584,-74.1409236162146,4.583509418387614,2700,1,50400,37800,41400
82,52044,-74.13573599995905,4.597004000027917,2700,1,57600,25200,34200
83,33788,-74.042637368029,4.729362941322552,3600,1,27000,32400,43200
84,42779,-74.1581071712809,4.622636209652562,3600,1,28800,55800,39600
85,179101,-74.17305575025969,4.6367385760563495,1800,1,43200,55800,46800
86,50287,-74.18760199987385,4.60141100012796,1800,1,54000,46800,39600
87,166897,-74.14471499988869,4.561881000360606,3600,1,27000,37800,55800
88,53202,-74.11732000034037,4.625392999872738,3600,1,43200,37800,32400
89,71820,-74.0653915378689,4.654406456726716,900,1,52200,45000,28800
90,17812,-74.18628786702112,4.635024539985973,1800,1,37800,50400,45000
91,202898,-74.11705076267329,4.599378517560738,3600,1,27000,43200,45000
92,108335,-74.12881732655771,4.601816814172777,3600,1,39600,43200,57600
93,228813,-74.14788442419601,4.665008165286221,900,1,55800,50400,54000
94,242270,-74.11922599989613,4.6432790001492235,3600,1,57600,41400,57600
95,77918,-74.1005049997806,4.564500000111195,1800,1,50400,59400,39600
96,4423,-74.09871903131648,4.71376969406087,1800,1,27000,39600,52200
