,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,189534,-74.10269945466231,4.735245530310563,1800,1,57600,48600,36000
1,52554,-74.19595900001255,4.610012000056068,2700,1,48600,54000,39600
2,140719,-74.07374700009184,4.605258999554585,1800,1,36000,36000,28800
3,7031,-74.10909200007309,4.499314999869544,2700,1,37800,55800,27000
4,48554,-74.1042699999348,4.490344000386319,3600,1,30600,59400,37800
5,118498,-74.10098500017962,4.558228999874004,1800,1,55800,50400,45000
6,171984,-74.07202304682333,4.6718937551536905,1800,1,27000,52200,52200
7,162746,-74.04350659227097,4.765525480566146,1800,1,34200,46800,48600
8,88130,-74.10004000034851,4.584135000142052,1800,1,32400,45000,36000
9,79334,-74.12023629736693,4.619092906179178,900,1,30600,30600,45000
10,230525,-74.11119900036863,4.714848999639153,900,1,39600,50400,36000
11,123969,-74.06810597177304,4.648575300960942,2700,1,54000,36000,59400
12,38213,-74.0872056989174,4.594144833618791,900,1,25200,46800,48600
13,51307,-74.07387598828517,4.599760655120344,2700,1,48600,52200,32400
14,212539,-74.07945830990353,4.642887532145995,2700,1,39600,54000,30600
15,171618,-74.02882999980405,4.723721000414841,2700,1,39600,28800,37800
16,239550,-74.13943222419675,4.546040730923504,1800,1,34200,41400,54000
17,2221,-74.02852875426508,4.71913413929645,900,1,41400,37800,27000
18,58768,-74.13917219426136,4.6758898459563,900,1,41400,28800,34200
19,177439,-74.06334532567033,4.647554883157317,3600,1,55800,48600,32400
20,170189,-74.09136317481584,4.539573231201465,3600,1,25200,45000,45000
21,121669,-74.15198400008111,4.562901999556149,3600,1,43200,46800,34200
22,48968,-74.19073699984118,4.6104520003692535,900,1,36000,55800,54000
23,241611,-74.10563400006556,4.587888000106516,900,1,37800,55800,37800
24,172289,-74.08781483573176,4.733074215579834,1800,1,27000,52200,36000
25,91120,-74.17203499999223,4.636565000365828,900,1,41400,50400,36000
26,34201,-74.07159899978843,4.605519999572736,2700,1,37800,27000,48600
27,27847,-74.12722700038267,4.632954999917428,3600,1,25200,52200,54000
28,152828,-74.08597697608525,4.668725527564775,3600,1,52200,52200,25200
29,218903,-74.05595499991392,4.718484000209384,1800,1,25200,54000,32400
30,144394,-74.17943300005612,4.578885999722642,1800,1,27000,52200,54000
31,120600,-74.07569700002854,4.611117000284781,900,1,41400,57600,30600
32,57870,-74.17879890804312,4.6270977956038415,1800,1,45000,30600,28800
33,124925,-74.06577099971966,4.611180000272781,1800,1,34200,32400,45000
34,124446,-74.13540447400848,4.595991350111391,1800,1,43200,55800,34200
35,106378,-74.10296201335524,4.704741468200164,2700,1,45000,30600,54000
36,87038,-74.1105298111775,4.5815866923314985,900,1,30600,25200,52200
37,248804,-74.14264349921655,4.668829466060316,3600,1,46800,46800,41400
38,30791,-74.05465199988252,4.718513999838116,2700,1,39600,32400,34200
39,179198,-74.10825199982395,4.707218000108138,900,1,55800,30600,57600
40,144212,-74.05428299981158,4.715623999807344,1800,1,46800,27000,57600
41,3544,-74.06034600005698,4.66625999994083,900,1,54000,34200,28800
42,84488,-74.05755244883086,4.745840812301343,1800,1,41400,41400,32400
43,27531,-74.18211600011183,4.626866000328706,3600,1,43200,55800,25200
44,83617,-74.13891699995712,4.54667800012444,3600,1,39600,41400,46800
45,15281,-74.12590077081634,4.712639670185414,1800,1,54000,41400,30600
46,53466,-74.07410600011704,4.6034049999115485,1800,1,27000,48600,55800
47,85452,-74.08085192659091,4.671135726675233,2700,1,36000,30600,37800
48,205775,-74.04323199974651,4.74870400020513,2700,1,39600,37800,41400
49,98173,-74.08134500017228,4.617547999727608,3600,1,27000,45000,57600
50,8209,-74.0288909999034,4.70177200029703,1800,1,41400,55800,48600
51,217555,-74.14844681897121,4.6913685068352935,3600,1,27000,41400,46800
52,154242,-74.12411599980648,4.714207999997309,3600,1,43200,54000,50400
53,130708,-74.1258359995894,4.702175999944228,2700,1,28800,34200,43200
54,24015,-74.05686999960781,4.667056999640294,2700,1,55800,46800,52200
55,92391,-74.09603295542922,4.7555051663562775,2700,1,25200,32400,57600
56,122053,-74.1134170000939,4.548059999717929,900,1,50400,39600,52200
57,207420,-74.10388999999319,4.735770000187318,900,1,25200,43200,32400
58,73871,-74.07233554376124,4.672177778135478,1800,1,43200,55800,57600
59,225775,-74.14903401982465,4.561442755694862,900,1,36000,50400,28800
60,187780,-74.15317800033259,4.577643000147722,900,1,30600,54000,25200
61,210370,-74.1331867213199,4.581316590308543,2700,1,30600,48600,36000
62,248170,-74.16703125090902,4.61427855876879,900,1,55800,28800,52200
63,242312,-74.16382199979356,4.575793999698872,900,1,48600,36000,27000
64,22355,-74.06212241942964,4.6264916726062735,3600,1,36000,55800,37800
65,239618,-74.11243600027778,4.504722999565988,2700,1,52200,52200,25200
66,78272,-74.17540599187627,4.6136702964349565,3600,1,59400,28800,54000
67,237532,-74.1178090000619,4.595062999716778,900,1,37800,39600,54000
68,107894,-74.12177319983371,4.6009335092329655,1800,1,41400,43200,34200
69,205670,-74.04652800027063,4.7318249995650765,1800,1,55800,34200,59400
70,10731,-74.13706653784548,4.616540831163778,2700,1,25200,43200,45000
71,77412,-74.11953700024074,4.635370999954752,2700,1,32400,46800,36000
72,76207,-74.15982900003375,4.624910999801631,3600,1,43200,34200,57600
73,107967,-74.10079835990798,4.564928236082277,3600,1,46800,54000,55800
74,25241,-74.05874500009975,4.6324260001934805,900,1,57600,39600,48600
75,65917,-74.07530015667538,4.662395954951387,900,1,30600,37800,43200
