,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,126299,-74.19591200015688,4.641793000012171,900,1,27000,45000,41400
1,86430,-74.09942740591863,4.658513372024687,2700,1,50400,55800,28800
2,243156,-74.07225133029662,4.653009583964399,3600,1,59400,30600,28800
3,169079,-74.15134499967343,4.577569000176936,1800,1,25200,36000,43200
4,239282,-74.18943875010099,4.620666197785106,1800,1,41400,55800,27000
5,37273,-74.12530381695385,4.587827064726673,2700,1,55800,55800,37800
6,178188,-74.15270899980422,4.622411000326982,3600,1,41400,39600,55800
7,103040,-74.12414099992084,4.5835130001572315,900,1,32400,28800,25200
8,31009,-74.05480071777444,4.727534006343718,3600,1,34200,59400,34200
9,239011,-74.07163499977344,4.60972399971979,1800,1,37800,27000,52200
10,68228,-74.08235246166173,4.675967156412933,1800,1,36000,25200,43200
11,26990,-74.12673658311961,4.745042953862384,900,1,59400,34200,30600
12,233122,-74.06991589022097,4.7639566486097555,2700,1,50400,46800,55800
13,48759,-74.11285899987708,4.747329999901662,3600,1,59400,37800,50400
14,156037,-74.12042170604832,4.6188776230047095,900,1,25200,50400,45000
15,105965,-74.09297360528694,4.610250862033307,900,1,34200,43200,57600
16,14454,-74.0679826151182,4.616571030348156,1800,1,52200,48600,37800
17,190616,-74.12068299991333,4.7478789998293065,900,1,39600,28800,52200
18,210281,-74.10876135357321,4.6745842703636615,1800,1,25200,54000,43200
19,191357,-74.14812954119938,4.679567640029436,3600,1,39600,39600,45000
20,164252,-74.10588465877593,4.738596678786169,900,1,54000,59400,32400
21,20330,-74.02975299989386,4.767998000020167,2700,1,45000,45000,52200
22,200521,-74.1026020000304,4.715320000334237,3600,1,45000,54000,52200
23,228453,-74.07395381113487,4.668262242768876,1800,1,39600,37800,52200
24,8602,-74.11715145663013,4.576247398273188,2700,1,39600,54000,37800
25,197388,-74.0956346675851,4.682858465327397,3600,1,59400,27000,39600
26,76987,-74.13300411268726,4.5807431111890216,3600,1,36000,59400,43200
27,110209,-74.16350100030151,4.600738999691468,3600,1,46800,37800,25200
28,106149,-74.11492980165994,4.597986784316991,2700,1,59400,54000,46800
29,126195,-74.05158487212648,4.726267183984988,900,1,25200,28800,45000
30,59780,-74.06837500013263,4.646434999796209,900,1,32400,30600,32400
31,99241,-74.0650130003846,4.670073000429611,1800,1,36000,37800,39600
32,31004,-74.08289800044892,4.575826999792809,1800,1,57600,30600,48600
