,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,93822,-74.09823400035188,4.7336480002271655,1800,1,30600,50400,59400
1,46255,-74.07626397621169,4.642613047329184,900,1,54000,48600,32400
2,240409,-74.09538786624056,4.571929749192472,900,1,27000,34200,36000
3,182492,-74.16399887268312,4.633425248025482,2700,1,54000,27000,52200
4,83696,-74.06458700041226,4.630708999798056,2700,1,36000,57600,39600
5,112311,-74.07055015201551,4.690089377072755,900,1,46800,36000,37800
6,150454,-74.06006502859569,4.64756165298634,2700,1,39600,48600,32400
7,210872,-74.14396900024919,4.569906999665268,900,1,43200,27000,52200
8,4656,-74.06300700037141,4.615883000437134,1800,1,43200,57600,55800
9,171253,-74.09456799993188,4.738117000183863,2700,1,57600,36000,34200
10,173291,-74.16118200029385,4.599760999857816,900,1,27000,41400,25200
11,75564,-74.09929159771562,4.658678491125334,2700,1,25200,34200,54000
12,146212,-74.03407567507472,4.714290848862769,900,1,52200,34200,46800
13,48629,-74.12047290642627,4.603705372993674,2700,1,32400,39600,28800
14,131482,-74.13781793815646,4.618723295784728,900,1,36000,45000,39600
15,229149,-74.15650547423101,4.628079076977724,1800,1,45000,45000,27000
16,78449,-74.14023500005716,4.641348999859294,1800,1,27000,27000,32400
17,217125,-74.03182063601362,4.6997607688562075,3600,1,41400,34200,46800
18,48548,-74.1033610000887,4.750711000234542,900,1,37800,43200,50400
19,5020,-74.04988220443866,4.697975026571884,1800,1,50400,52200,54000
20,119786,-74.09765400039372,4.566023000188787,2700,1,57600,52200,37800
21,125529,-74.11854095274529,4.711864709662099,1800,1,28800,55800,28800
22,112695,-74.18506000028344,4.598078000282287,3600,1,43200,41400,41400
23,960,-74.17561110959498,4.6217705376359675,1800,1,41400,54000,54000
24,223946,-74.14595299962275,4.669518000343161,3600,1,52200,54000,34200
25,20029,-74.08922899958466,4.568177999765076,2700,1,28800,52200,54000
26,43561,-74.16975093726262,4.637683839268256,1800,1,59400,37800,45000
27,40109,-74.10760119735006,4.5827128261168975,1800,1,28800,43200,30600
28,23448,-74.17261900014832,4.5902190003541845,900,1,55800,55800,52200
29,159580,-74.03018800008701,4.735347999625296,3600,1,50400,45000,37800
30,103882,-74.06553723203159,4.686507750064004,1800,1,30600,45000,36000
31,199940,-74.10523900005535,4.5088829996623865,2700,1,25200,34200,34200
32,138699,-74.09321499967176,4.6782950003569574,3600,1,39600,54000,41400
33,132223,-74.09869679531825,4.697034036350917,3600,1,57600,34200,54000
34,144304,-74.07241800012116,4.658338000256731,3600,1,48600,37800,48600
35,223783,-74.16984767503894,4.586878076394953,2700,1,57600,30600,36000
36,67983,-74.12659418038416,4.559753797928298,2700,1,46800,43200,32400
37,25682,-74.0944850000912,4.739180000362752,1800,1,45000,34200,43200
38,183995,-74.1138029998833,4.579235999889058,2700,1,30600,52200,28800
39,235286,-74.14836552592958,4.640109117981115,900,1,43200,27000,36000
40,138838,-74.16997700010049,4.619290000185839,2700,1,54000,36000,39600
41,136645,-74.02848599984745,4.765773999722894,3600,1,46800,25200,50400
42,38185,-74.07612200017599,4.6415560002980385,3600,1,37800,37800,45000
43,230666,-74.14550099971112,4.681549000038086,2700,1,57600,50400,39600
44,126810,-74.097416914329,4.545616874291019,900,1,34200,32400,52200
45,119098,-74.06901128583155,4.664320110958236,1800,1,34200,57600,25200
46,104902,-74.15283499121776,4.625440011411152,1800,1,55800,57600,43200
47,233156,-74.13518600013812,4.594164000277552,2700,1,45000,41400,43200
48,275,-74.085583121427,4.738233206612034,900,1,57600,39600,54000
49,192149,-74.10622999991725,4.6813689998611645,900,1,28800,43200,55800
50,244782,-74.10639771088921,4.509087239855394,3600,1,45000,34200,30600
51,14826,-74.07656701568628,4.653509023362914,2700,1,43200,59400,37800
52,12585,-74.0661934962624,4.682854889432977,3600,1,36000,34200,48600
53,248151,-74.11952399982195,4.523367999886492,3600,1,46800,59400,52200
54,168226,-74.14899610193652,4.671254993782858,900,1,55800,34200,50400
55,39513,-74.18871499993443,4.598591000215102,1800,1,43200,46800,50400
56,136684,-74.08116271223818,4.753239774299483,1800,1,36000,54000,28800
57,51530,-74.11722699955563,4.730568999737758,1800,1,57600,59400,34200
58,117974,-74.10526155765045,4.577611337044014,1800,1,55800,50400,27000
59,96284,-74.06523678958649,4.638699377241791,900,1,30600,50400,54000
60,1911,-74.12856100037621,4.705065000321915,900,1,43200,45000,39600
61,31204,-74.07143025126231,4.6383218825808115,3600,1,25200,28800,46800
62,986,-74.07086599966941,4.603575000260646,3600,1,25200,28800,45000
63,34748,-74.13796799992805,4.714171000016714,2700,1,39600,34200,36000
64,123951,-74.05638857987066,4.7548631811462005,900,1,37800,50400,45000
65,166032,-74.16194607403689,4.629046562689007,3600,1,43200,45000,28800
66,68610,-74.13984699971962,4.591394000400684,2700,1,54000,27000,32400
67,53228,-74.09108307561867,4.681304496637936,1800,1,28800,59400,27000
68,74539,-74.09004000041978,4.7510830000532325,900,1,28800,30600,54000
69,81099,-74.07397200561262,4.612305087123285,1800,1,54000,52200,52200
70,58075,-74.06719900032284,4.65572599971362,2700,1,48600,48600,57600
71,133355,-74.03887400011371,4.719965000358132,1800,1,50400,27000,48600
72,26587,-74.07333739167849,4.601593001368191,2700,1,41400,43200,54000
73,184026,-74.16994832767327,4.627776405009415,3600,1,59400,57600,50400
74,45114,-74.12829752899498,4.5960785109449285,2700,1,28800,37800,37800
75,183143,-74.08975800038749,4.559842000132456,3600,1,41400,30600,57600
76,207049,-74.11137216321606,4.578990338233517,1800,1,39600,27000,55800
77,203909,-74.13907413506324,4.592078990721567,2700,1,57600,45000,25200
78,42996,-74.04277099961406,4.699789000189856,1800,1,55800,59400,34200
79,237763,-74.13908699983642,4.546768000281052,900,1,57600,59400,32400
80,65577,-74.05696699969221,4.644164000061443,3600,1,30600,50400,27000
81,103863,-74.1111069580863,4.620314166627226,2700,1,43200,36000,39600
82,111663,-74.1893309998776,4.627236999698416,1800,1,36000,54000,27000
83,17621,-74.07420700039941,4.738331999607452,3600,1,52200,39600,59400
84,182191,-74.07612212324518,4.641556134603434,1800,1,55800,25200,50400
85,238162,-74.1081280889086,4.564109427213085,900,1,28800,25200,30600
86,171237,-74.15373999984907,4.6258269995966526,900,1,39600,50400,50400
87,147821,-74.1093470003412,4.6331009996886285,2700,1,43200,32400,57600
88,92489,-74.0314810000727,4.740534000163347,2700,1,46800,27000,36000
89,233392,-74.11638501582634,4.539367514872468,900,1,55800,50400,25200
90,163041,-74.1270230001682,4.618997000131031,2700,1,50400,50400,45000
91,106284,-74.07284021728786,4.590512845910879,3600,1,32400,30600,50400
92,70877,-74.12560899980868,4.699793000367314,900,1,25200,32400,54000
93,207511,-74.14981499986132,4.570843999727615,1800,1,32400,25200,59400
94,215183,-74.07995900030019,4.591866999932563,1800,1,48600,36000,32400
95,241320,-74.08786100015422,4.594168000159033,900,1,37800,55800,54000
96,193773,-74.11797903317887,4.62627685459551,3600,1,36000,30600,59400
97,128616,-74.1950591378295,4.602549652804009,900,1,39600,36000,25200
98,191741,-74.05480640500849,4.6699041280855615,2700,1,37800,41400,25200
99,157067,-74.18004300015147,4.581854999781691,900,1,25200,37800,37800
