,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,79494,-74.1147852744088,4.705898806685955,900,1,32400,28800,59400
1,43425,-74.11576799988859,4.74729599982818,3600,1,50400,48600,59400
2,91242,-74.12309499980739,4.617654999971079,3600,1,30600,45000,52200
3,181793,-74.1694359996021,4.693337000115144,3600,1,41400,25200,28800
4,80627,-74.18261700042724,4.602881999836533,1800,1,28800,52200,46800
5,201959,-74.18522299959173,4.60901800034801,900,1,41400,45000,55800
6,231809,-74.07015324757691,4.656720676899902,2700,1,39600,55800,52200
7,124646,-74.11924760078546,4.653070955151775,900,1,57600,32400,39600
8,108921,-74.0663580002488,4.628940000218481,1800,1,43200,48600,37800
9,111664,-74.19704399958576,4.642570999957288,900,1,57600,39600,32400
10,186025,-74.12881400009621,4.620076000178043,1800,1,41400,48600,46800
11,230505,-74.16756799968118,4.6157840003417165,3600,1,43200,48600,50400
12,150822,-74.14182193329535,4.6326214000106525,1800,1,52200,27000,41400
13,28735,-74.10294577361152,4.676625117305367,2700,1,36000,25200,39600
14,94986,-74.09257000031461,4.755989000129618,3600,1,50400,54000,52200
15,229371,-74.11025541089249,4.595922735347888,900,1,46800,32400,30600
16,30164,-74.03218800025246,4.731302000286669,900,1,25200,55800,34200
17,119753,-74.03345774375374,4.716174688300863,3600,1,27000,48600,36000
18,229382,-74.07850185475591,4.617025984258163,1800,1,50400,52200,46800
19,111079,-74.12104747876344,4.593515135390981,3600,1,28800,57600,30600
20,235132,-74.16123271917482,4.6924000880165515,900,1,32400,34200,48600
21,60220,-74.15023643998528,4.6357010063127895,1800,1,36000,25200,28800
22,43913,-74.13376799958068,4.703053000381831,2700,1,28800,57600,27000
23,93551,-74.08483099976888,4.676193999599065,900,1,43200,50400,43200
24,120549,-74.07189679220343,4.646635285312383,1800,1,41400,52200,45000
25,23837,-74.14032812930097,4.579714727587504,3600,1,36000,46800,28800
26,43076,-74.12169751317776,4.6192938136833614,900,1,32400,28800,57600
27,90300,-74.06131150842606,4.688452508962363,1800,1,46800,52200,25200
28,98909,-74.09524300032459,4.612242000380673,900,1,37800,54000,27000
29,45330,-74.09138255596808,4.563449144721425,3600,1,43200,55800,30600
30,147502,-74.04847900003223,4.683239999906744,3600,1,37800,59400,54000
31,52230,-74.15498099995621,4.575304000105851,2700,1,32400,28800,37800
32,120109,-74.18010007820631,4.610083559356804,900,1,36000,27000,39600
33,78281,-74.0978290002959,4.735920999939745,900,1,37800,59400,28800
34,230590,-74.12556480000175,4.583321567083688,3600,1,52200,55800,50400
35,206286,-74.04596400020601,4.739517999672829,3600,1,39600,28800,48600
36,91363,-74.16211799990415,4.615157999581618,1800,1,57600,45000,36000
37,220787,-74.03837000032354,4.746492999949076,900,1,41400,25200,39600
38,150224,-74.06259300009461,4.65006200040403,900,1,50400,25200,36000
39,27758,-74.16543857114793,4.614738343952918,900,1,54000,48600,36000
40,88824,-74.09934172730175,4.572129033095531,900,1,27000,57600,50400
41,104299,-74.13168806821959,4.596830482668887,3600,1,27000,57600,55800
42,103534,-74.14609499991299,4.6170209995648985,1800,1,57600,30600,32400
43,171827,-74.08365855279601,4.753735543015589,1800,1,45000,55800,25200
44,15600,-74.06787999966501,4.719898000221372,3600,1,54000,45000,39600
45,66781,-74.13020602856217,4.635570867783508,2700,1,52200,32400,54000
46,145405,-74.18340339820337,4.6042157703732265,2700,1,28800,27000,48600
47,95645,-74.0756800003101,4.652713000355597,900,1,54000,36000,32400
48,113145,-74.07071699970649,4.660507999641439,1800,1,48600,43200,41400
49,107405,-74.1672179998768,4.5914740001277305,1800,1,39600,59400,36000
50,208760,-74.07730617106161,4.676351546358447,3600,1,27000,45000,59400
51,128551,-74.13144100007544,4.5611330000251415,900,1,57600,28800,25200
52,171021,-74.11698100040665,4.604391999938946,900,1,36000,45000,25200
