,index,lon,lat,DUR,SERV,OPT1,OPT2,OPT3
0,211551,-74.16561400044483,4.636337000110253,3600,1,46800,54000,48600
1,8439,-74.09708000028337,4.560532000359597,900,1,48600,27000,46800
2,107933,-74.04931121098956,4.701412329943858,3600,1,30600,55800,25200
3,71470,-74.13713699989972,4.5545049995746645,900,1,39600,39600,28800
4,200802,-74.14286299986126,4.542399000166167,2700,1,45000,28800,52200
5,26689,-74.17769099963355,4.616222999601342,900,1,41400,28800,37800
6,20888,-74.10415611870957,4.589943334679996,3600,1,28800,59400,45000
7,147024,-74.07302170661966,4.669498710379825,1800,1,39600,59400,46800
8,241644,-74.0242090004055,4.759879000138851,1800,1,27000,36000,41400
9,67260,-74.06394100033188,4.666004999634698,900,1,39600,43200,48600
10,179591,-74.11572681931936,4.6814685118177195,900,1,41400,27000,32400
11,28412,-74.10827199991543,4.614147999940414,1800,1,46800,30600,57600
12,96637,-74.18261280439657,4.605761332612339,3600,1,43200,54000,55800
13,77067,-74.09670714823649,4.590129766770038,900,1,28800,52200,46800
14,234308,-74.09469699980332,4.736251000013213,900,1,37800,48600,28800
15,240039,-74.14747199956423,4.632771000175116,2700,1,48600,36000,27000
16,131701,-74.10529599995677,4.66993399997971,1800,1,30600,43200,52200
17,192184,-74.16642399965845,4.5853639998663365,3600,1,25200,46800,43200
18,146543,-74.13294686035925,4.56350216266245,900,1,54000,46800,39600
19,101010,-74.14874366276527,4.563419725927744,2700,1,54000,48600,41400
20,19823,-74.0477263744192,4.719155985673801,1800,1,55800,45000,39600
21,210931,-74.07718164030872,4.615954719423138,900,1,25200,57600,46800
22,195228,-74.07051530007746,4.608450254443238,3600,1,25200,41400,57600
23,188099,-74.14093800003894,4.712270999839856,3600,1,59400,59400,41400
24,52053,-74.14852211216505,4.617205673158242,2700,1,34200,25200,55800
25,172548,-74.03149605493853,4.740434675708725,1800,1,43200,30600,30600
26,35655,-74.02718399964095,4.741134000244797,3600,1,30600,48600,48600
27,86129,-74.09454700001548,4.74384300025612,1800,1,25200,55800,54000
28,134158,-74.15064120827591,4.5759368019016256,2700,1,43200,41400,28800
29,98797,-74.12170886788294,4.587727347065903,1800,1,37800,36000,57600
30,98423,-74.09620300022429,4.609267999769472,900,1,25200,28800,34200
31,77343,-74.13503700017522,4.7252030001333765,1800,1,32400,32400,34200
32,62897,-74.02749686578642,4.731297071016739,900,1,30600,28800,45000
33,41767,-74.11524099963394,4.7477120004014095,3600,1,50400,57600,43200
34,153957,-74.1034750996045,4.582046211177823,1800,1,57600,37800,50400
35,34547,-74.12485599959821,4.705000999754782,2700,1,30600,27000,43200
36,65631,-74.14832455287114,4.621034543764184,1800,1,54000,52200,36000
37,62844,-74.10053999994072,4.712498999562358,1800,1,50400,39600,30600
38,75328,-74.12904000005203,4.632463000012689,3600,1,48600,25200,59400
39,180169,-74.1434079996593,4.710347000035883,1800,1,30600,28800,52200
40,202815,-74.11630379375161,4.7473728180228045,2700,1,37800,59400,30600
41,128115,-74.16338443940181,4.6340162895903605,2700,1,28800,57600,30600
42,185588,-74.12555473168406,4.58275959243769,2700,1,25200,48600,57600
43,182929,-74.07368199979452,4.6726859996241625,2700,1,52200,55800,41400
44,19899,-74.0758675721347,4.65251984180471,900,1,52200,50400,27000
45,93039,-74.15589499982515,4.575562999894157,900,1,57600,48600,41400
46,109663,-74.11576962224599,4.513455067390961,3600,1,55800,41400,28800
47,71556,-74.07067659797659,4.672343092785783,2700,1,34200,45000,48600
48,115291,-74.10455399961694,4.6143170002402245,2700,1,39600,46800,50400
49,191265,-74.1196758941567,4.665677868977023,900,1,54000,48600,25200
50,144339,-74.09786699993073,4.654499999608693,3600,1,37800,32400,45000
51,46155,-74.14060701577249,4.673580136955508,2700,1,54000,39600,32400
52,228374,-74.13608769039276,4.640376235766278,1800,1,32400,48600,57600
53,228702,-74.09866399962387,4.732192999715778,1800,1,37800,30600,57600
54,230624,-74.13326573623397,4.7016640137101495,900,1,50400,52200,46800
55,168274,-74.1076419997286,4.5893390004202175,900,1,57600,36000,34200
56,6996,-74.08821969026064,4.610272884612338,2700,1,32400,55800,54000
57,27547,-74.122899869558,4.521479752720167,3600,1,59400,41400,46800
58,54073,-74.0907607816543,4.697481736442425,1800,1,50400,57600,57600
59,246707,-74.10970800001623,4.666544000134111,900,1,52200,55800,52200
60,19510,-74.08132699973059,4.584835999848901,3600,1,55800,54000,37800
61,160251,-74.04573099967921,4.724770000200694,3600,1,55800,48600,57600
62,50266,-74.07430122199459,4.710872831664184,2700,1,54000,37800,50400
63,91295,-74.09919199970345,4.672875000092831,1800,1,59400,59400,25200
64,84493,-74.09748100014137,4.5946210002476935,3600,1,52200,45000,36000
65,18445,-74.08554037419592,4.741028324136913,3600,1,30600,27000,52200
66,43272,-74.11979699963342,4.576466000335086,900,1,32400,45000,41400
67,45652,-74.16447156528731,4.635295909154023,3600,1,36000,41400,57600
68,149762,-74.16899828380183,4.693833562820472,2700,1,37800,39600,32400
69,146308,-74.11027926206161,4.745853394835041,2700,1,55800,57600,52200
70,58663,-74.15992699994305,4.599851999799247,900,1,46800,27000,45000
71,69708,-74.01747699961518,4.732693000181122,3600,1,55800,27000,34200
72,117580,-74.06507299976073,4.643865999841694,1800,1,25200,54000,52200
73,201783,-74.11954858401633,4.513248351391073,900,1,48600,55800,45000
74,154669,-74.11822616420513,4.675893156869948,900,1,34200,32400,57600
75,118477,-74.07170188473623,4.675447651718903,1800,1,30600,46800,45000
76,34445,-74.17901203334429,4.626884483819251,1800,1,39600,52200,45000
77,210539,-74.14727800029377,4.69000399966658,900,1,48600,27000,59400
78,12151,-74.04892465783793,4.675344753678295,1800,1,43200,46800,59400
79,213922,-74.18938839413943,4.6114196336984605,2700,1,46800,59400,41400
80,223114,-74.11738300008956,4.6211389996642,900,1,55800,25200,59400
81,192972,-74.14236618659336,4.581155870422911,3600,1,59400,36000,52200
82,50567,-74.06655700044044,4.647433000258618,1800,1,34200,37800,41400
83,157854,-74.08804350009072,4.653894653132704,900,1,34200,45000,46800
84,214042,-74.06752800021081,4.6365980003260425,1800,1,50400,55800,50400
85,128362,-74.10454882082932,4.714554392166104,900,1,57600,37800,59400
86,68560,-74.02981999984101,4.738405999672564,2700,1,54000,59400,36000
87,188797,-74.09558659963255,4.559490920408146,900,1,34200,28800,43200
88,180462,-74.13999917163382,4.708957496122231,3600,1,30600,28800,30600
89,147686,-74.0876569999397,4.519740999943176,2700,1,37800,30600,28800
90,115204,-74.13338000014149,4.679649999688682,900,1,46800,54000,43200
91,113937,-74.14463335021587,4.64505451610097,1800,1,41400,41400,25200
92,16181,-74.09224899992427,4.742801999702556,900,1,48600,28800,52200
93,25974,-74.18688200017363,4.6068579995717425,2700,1,50400,48600,48600
94,60524,-74.0990489995883,4.707237999886587,2700,1,32400,45000,54000
95,18148,-74.12703800832163,4.562544747071625,900,1,25200,41400,45000
96,60024,-74.13760100040524,4.672997000344593,3600,1,46800,55800,50400
97,24963,-74.0509186940882,4.75594925763228,2700,1,28800,48600,45000
98,156045,-74.10010700029567,4.671577999736221,2700,1,39600,59400,32400
99,167974,-74.06944800001028,4.670285000012743,1800,1,48600,46800,55800
100,223589,-74.07328000011161,4.630208999869264,2700,1,59400,46800,41400
101,71751,-74.05225612834107,4.75643052091222,3600,1,52200,28800,50400
102,169373,-74.15196700036269,4.635091000272723,1800,1,37800,30600,46800
103,220555,-74.10697966198812,4.586428208112898,1800,1,30600,46800,45000
104,29331,-74.09604699969039,4.645485000189481,900,1,34200,27000,50400
105,60504,-74.13544023773656,4.59754931661517,2700,1,43200,55800,39600
106,234485,-74.10616600034312,4.5887409999619715,900,1,27000,57600,59400
107,217786,-74.04071094797024,4.706525626387047,1800,1,52200,30600,34200
108,29030,-74.06749899989848,4.690195000050021,900,1,34200,27000,32400
109,5823,-74.13763711627291,4.640380190618691,900,1,37800,37800,54000
110,28913,-74.04740876427071,4.747924682661077,1800,1,41400,25200,52200
111,53183,-74.10818099967884,4.580064000245674,3600,1,25200,46800,25200
112,136999,-74.07372124539266,4.657003311063919,3600,1,54000,54000,54000
113,189718,-74.1368576948133,4.6540786616910115,1800,1,27000,52200,34200
114,22535,-74.06533300005174,4.682552000186038,1800,1,45000,34200,48600
115,152235,-74.13654041704146,4.67680694158245,1800,1,43200,55800,41400
116,91890,-74.16221466132369,4.648209361738784,900,1,59400,45000,55800
117,61366,-74.07275487733587,4.59330392584387,900,1,50400,46800,43200
118,121655,-74.10676091413161,4.590243219156844,900,1,55800,36000,55800
119,138086,-74.06656800031108,4.6259249999307475,2700,1,27000,45000,25200
120,113879,-74.07480407463612,4.657767821005391,1800,1,45000,39600,32400
121,43305,-74.16491499976269,4.587345999997453,900,1,34200,46800,25200
122,104475,-74.16735299959602,4.620015000400062,3600,1,52200,34200,52200
123,58755,-74.11172205701921,4.672551173719606,2700,1,36000,45000,37800
124,53851,-74.15394099969052,4.632602999940365,3600,1,27000,32400,27000
125,113964,-74.10843900032002,4.618160999874563,2700,1,27000,39600,48600
126,133018,-74.13736987466244,4.602021098710847,3600,1,34200,57600,50400
127,142381,-74.19390000029591,4.603317000073084,900,1,55800,54000,32400
128,20027,-74.09879199967037,4.5728350000176485,1800,1,48600,32400,50400
129,90226,-74.06740641413542,4.661205380027334,1800,1,32400,52200,59400
130,140189,-74.1042207111718,4.678974199670965,1800,1,43200,48600,25200
131,234544,-74.1532009998988,4.622509000238263,900,1,28800,45000,50400
132,136912,-74.12508179833138,4.598044535595942,1800,1,30600,37800,59400
133,96624,-74.10036400021362,4.737110999627479,900,1,59400,45000,32400
134,138765,-74.11604400007313,4.561358999696265,3600,1,59400,52200,46800
135,174238,-74.0518165332652,4.6771880452286325,900,1,39600,54000,28800
136,185226,-74.08962084022,4.531598318181682,900,1,34200,25200,34200
137,142041,-74.10812805477265,4.620399899903394,3600,1,55800,27000,59400
138,60470,-74.14245399960734,4.561968999927491,2700,1,30600,32400,32400
139,70167,-74.07452066155388,4.657332457609586,1800,1,43200,59400,39600
140,26521,-74.13659399975155,4.632046999731508,1800,1,45000,59400,28800
141,215750,-74.0739970003371,4.6027449999622405,2700,1,28800,50400,59400
142,223895,-74.06882976056713,4.601309276835292,900,1,39600,39600,41400
143,232295,-74.11323999964361,4.590768999873801,3600,1,45000,43200,50400
144,204009,-74.07453100026449,4.640731999588382,1800,1,36000,28800,28800
145,230888,-74.14422000031935,4.6398749999019735,900,1,27000,52200,57600
146,208512,-74.06930969538914,4.644791250156955,2700,1,41400,55800,55800
147,236973,-74.15341490224269,4.6270103726463265,3600,1,36000,27000,50400
148,44584,-74.10068450473395,4.582817490010736,1800,1,55800,52200,43200
149,139051,-74.0544390003455,4.7490919997835395,3600,1,32400,32400,28800
150,154027,-74.14051200006656,4.547457999615721,2700,1,59400,45000,28800
151,223717,-74.11026500040815,4.544291000306014,3600,1,50400,39600,57600
152,232557,-74.11991375007764,4.624723186290304,2700,1,50400,36000,30600
153,187872,-74.09240471299728,4.745550146308675,2700,1,25200,46800,41400
154,109428,-74.11307099958918,4.7266820002474335,1800,1,57600,39600,28800
155,177935,-74.06305173467592,4.617157206048546,1800,1,48600,54000,34200
156,1365,-74.05564245626366,4.718287390655372,900,1,37800,52200,34200
157,131055,-74.07117500036422,4.646594000134043,1800,1,52200,55800,57600
158,115068,-74.12406798575286,4.569891670295352,900,1,39600,25200,43200
159,115341,-74.13631416196411,4.708860456382565,2700,1,54000,37800,48600
160,99550,-74.06350753625782,4.650807658075892,3600,1,59400,59400,52200
161,38913,-74.07283192763441,4.6344416892889235,1800,1,57600,34200,46800
162,102115,-74.05818820093046,4.7584393291584846,1800,1,34200,55800,57600
163,60931,-74.07325599982217,4.669875000211993,1800,1,46800,45000,34200
164,201251,-74.11496100014975,4.494006000163784,900,1,41400,59400,27000
165,228364,-74.1303068931989,4.656050515207309,2700,1,37800,45000,25200
166,136403,-74.0979260003803,4.7585709997550705,3600,1,37800,25200,32400
167,123645,-74.05644270156988,4.725352661087988,1800,1,46800,46800,27000
168,217035,-74.06792922913921,4.716677846308678,900,1,57600,57600,39600
169,202496,-74.12193081104694,4.717364796206585,2700,1,54000,55800,54000
170,172792,-74.07319999974567,4.605942999645776,2700,1,55800,34200,41400
171,140531,-74.08935199960828,4.731694999781345,900,1,27000,43200,50400
172,52484,-74.10858999993276,4.5887740003537125,3600,1,54000,37800,43200
173,86096,-74.04877124535034,4.7505329507816745,3600,1,50400,30600,45000
174,45653,-74.07708640361724,4.698996737195231,3600,1,41400,28800,46800
175,178,-74.11355900038414,4.541458999841226,3600,1,30600,50400,36000
176,16817,-74.14694977744853,4.615589759902818,2700,1,30600,25200,46800
177,25143,-74.14903207227715,4.61783016515492,2700,1,32400,41400,27000
178,45868,-74.05583575844142,4.717110265783439,3600,1,59400,34200,34200
179,25775,-74.06521210118754,4.649116000780945,2700,1,59400,48600,34200
180,111898,-74.16239627013141,4.620917624841146,3600,1,57600,59400,48600
181,11879,-74.07338499969359,4.659499999685909,3600,1,25200,46800,57600
182,194899,-74.15521319199925,4.6215781343953495,2700,1,48600,55800,54000
183,13880,-74.03552099968816,4.7426459997501125,900,1,55800,50400,34200
184,158596,-74.06776000001442,4.616657999729778,3600,1,34200,46800,32400
185,47148,-74.08563529198548,4.757644207666802,900,1,25200,27000,59400
186,20904,-74.0241320111924,4.738545179826559,3600,1,59400,59400,54000
187,5773,-74.09878755929793,4.683812668017113,2700,1,48600,39600,28800
